wrapper  | --> Wrapper Started as Console
jvm 1    | 2015-08-19 17:15:41,646+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ThrowableExceptionMapper
jvm 1    | 2015-08-19 17:15:41,651+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ValidationErrorsExceptionMapper
jvm 1    | 2015-08-19 17:15:41,656+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationExceptionMapper
jvm 1    | 2015-08-19 17:15:41,666+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationMessageExceptionMapper
jvm 1    | 2015-08-19 17:15:42,316+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.rest.NexusApplication_UriMatching - Strict URI matching: true
jvm 1    | 2015-08-19 17:15:42,446+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.configuration.ModelUtils - Loading model D:\Softwares\nexus-2.11.2-06-bundle\sonatype-work\nexus\conf\ldap.xml
jvm 1    | 2015-08-19 17:15:42,496+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.configuration.ModelUtils - Loading model D:\Softwares\nexus-2.11.2-06-bundle\sonatype-work\nexus\conf\lvo-plugin.xml
jvm 1    | 2015-08-19 17:15:43,411+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.webresources.internal.WebResourceServiceImpl - Discovered 1973 resources
jvm 1    | 2015-08-19 17:15:43,411+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.webresources.internal.WebResourceServlet - Max-age: 30 days (2592000 seconds)
jvm 1    | 2015-08-19 17:15:43,541+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.bootstrap.jetty.InstrumentedSelectChannelConnector - Metrics enabled
jvm 1    | 2015-08-19 17:15:43,601+0530 INFO  [jetty-main-1] *SYSTEM org.eclipse.jetty.server.AbstractConnector - Started InstrumentedSelectChannelConnector@0.0.0.0:8081
jvm 1    | 2015-08-19 17:15:43,601+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.bootstrap.jetty.JettyServer - Running
jvm 1    | 2015-08-19 17:15:43,601+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.jetty.JettyServer - Started
jvm 1    | 2015-08-19 17:15:50,018+0530 INFO  [qtp24582201-51] *SYSTEM org.apache.shiro.nexus5727.FixedDefaultWebSessionManager - Global session timeout: 1800000 ms
jvm 1    | 2015-08-19 17:15:50,018+0530 INFO  [qtp24582201-51] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Enabling session validation scheduler...
jvm 1    | 2015-08-19 17:15:50,063+0530 INFO  [qtp24582201-51] *UNKNOWN org.sonatype.nexus.velocity.VelocityEngineProvider - Creating Nexus VelocityEngine
jvm 1    | 2015-08-19 17:15:51,972+0530 INFO  [qtp24582201-50] *UNKNOWN org.sonatype.security.model.source.FileModelConfigurationSource - Loading security configuration from: D:\Softwares\nexus-2.11.2-06-bundle\nexus-2.11.2-06\..\sonatype-work\nexus\conf\security.xml
jvm 1    | 2015-08-19 17:15:52,101+0530 INFO  [qtp24582201-53] *UNKNOWN /nexus - nexus: [Noelios Restlet Engine] - Attaching application: org.sonatype.nexus.rest.NexusApplication@1db7f7e to URI: /nexus/service/local
jvm 1    | 2015-08-19 17:15:52,543+0530 INFO  [qtp24582201-52] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 17:15:52,627+0530 INFO  [qtp24582201-53] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 17:16:11,056+0530 INFO  [qtp24582201-54] *UNKNOWN org.apache.shiro.cache.ehcache.EhCacheManager - Using existing EHCache named [shiro-activeSessionCache]
jvm 1    | 2015-08-19 17:16:11,668+0530 INFO  [qtp24582201-53] admin com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 17:16:11,702+0530 INFO  [qtp24582201-49] admin com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 17:16:18,149+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 1 minute 20 seconds.
jvm 1    | 2015-08-19 17:16:18,319+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 1 minute 20 seconds.
jvm 1    | 2015-08-19 17:16:19,789+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 1 minute 20 seconds.
jvm 1    | 2015-08-19 17:16:29,378+0530 WARN  [qtp24582201-54] admin java.util.prefs - Could not open/create prefs root node Software\JavaSoft\Prefs at root 0x80000002. Windows RegCreateKeyEx(...) returned error code 5.
jvm 1    | 2015-08-19 17:17:38,151+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 2 minutes.
jvm 1    | 2015-08-19 17:17:38,320+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 2 minutes.
jvm 1    | 2015-08-19 17:17:39,790+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 2 minutes.
jvm 1    | 2015-08-19 17:19:38,153+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 3 minutes 20 seconds.
jvm 1    | 2015-08-19 17:19:38,323+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 3 minutes 20 seconds.
jvm 1    | 2015-08-19 17:19:39,793+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 3 minutes 20 seconds.
jvm 1    | 2015-08-19 17:22:58,156+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 5 minutes 20 seconds.
jvm 1    | 2015-08-19 17:22:58,326+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 5 minutes 20 seconds.
jvm 1    | 2015-08-19 17:22:59,796+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 5 minutes 20 seconds.
jvm 1    | 2015-08-19 17:28:18,160+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 8 minutes 40 seconds.
jvm 1    | 2015-08-19 17:28:18,330+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 8 minutes 40 seconds.
jvm 1    | 2015-08-19 17:28:19,800+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 8 minutes 40 seconds.
jvm 1    | 2015-08-19 17:36:58,161+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 14 minutes.
jvm 1    | 2015-08-19 17:36:58,331+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 14 minutes.
jvm 1    | 2015-08-19 17:36:59,801+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 14 minutes.
jvm 1    | 2015-08-19 17:50:58,165+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 22 minutes 40 seconds.
jvm 1    | 2015-08-19 17:50:58,335+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 22 minutes 40 seconds.
jvm 1    | 2015-08-19 17:50:59,805+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 22 minutes 40 seconds.
jvm 1    | 2015-08-19 18:13:38,172+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 36 minutes 40 seconds.
jvm 1    | 2015-08-19 18:13:38,342+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 36 minutes 40 seconds.
jvm 1    | 2015-08-19 18:13:39,812+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 36 minutes 40 seconds.
jvm 1    | 2015-08-19 18:15:50,141+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-08-19 18:15:50,141+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-08-19 18:20:54,735+0530 INFO  [qtp24582201-52] admin com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 18:20:54,738+0530 INFO  [qtp24582201-53] admin com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 18:50:18,175+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 59 minutes 20 seconds.
jvm 1    | 2015-08-19 18:50:18,345+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 59 minutes 20 seconds.
jvm 1    | 2015-08-19 18:50:19,815+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 59 minutes 20 seconds.
jvm 1    | 2015-08-19 19:00:04,224+0530 INFO  [qtp24582201-49] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 19:00:04,326+0530 INFO  [qtp24582201-54] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 19:00:18,068+0530 INFO  [qtp24582201-50] admin com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 19:00:18,160+0530 INFO  [qtp24582201-53] admin com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 19:01:33,335+0530 INFO  [qtp24582201-52] admin com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 19:01:33,390+0530 INFO  [qtp24582201-49] admin com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-08-19 19:15:50,263+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-08-19 19:15:50,263+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-08-19 19:49:38,178+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 1 hour 36 minutes.
jvm 1    | 2015-08-19 19:49:38,348+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 1 hour 36 minutes.
jvm 1    | 2015-08-19 19:49:39,818+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 1 hour 36 minutes.
jvm 1    | 2015-08-19 20:15:50,378+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-08-19 20:15:50,378+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
wrapper  | --> Wrapper Started as Console
wrapper  | Launching a JVM...
jvm 1    | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
jvm 1    |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
jvm 1    | 
jvm 1    | 2015-08-20 22:15:19,860+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.jsw.JswLauncher - Starting with arguments: [./conf/jetty.xml, ./conf/jetty-requestlog.xml]
jvm 1    | 2015-08-20 22:15:19,918+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.jsw.JswLauncher - JVM ID: 1, JVM PID: 6064, Wrapper PID: 2200, User: hp
jvm 1    | 2015-08-20 22:15:20,881+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder - Properties:
jvm 1    | 2015-08-20 22:15:20,892+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-conf='D:\Softwares\nexus-2.11.2-06-bundle\nexus-2.11.2-06/../sonatype-work/nexus/conf'
jvm 1    | 2015-08-20 22:15:20,892+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-host='0.0.0.0'
jvm 1    | 2015-08-20 22:15:20,892+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-port='8081'
jvm 1    | 2015-08-20 22:15:20,892+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder -   bundleBasedir='D:\Softwares\nexus-2.11.2-06-bundle\nexus-2.11.2-06'
jvm 1    | 2015-08-20 22:15:20,893+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder -   java.awt.headless='true'
jvm 1    | 2015-08-20 22:15:20,893+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder -   networkaddress.cache.ttl='3600'
jvm 1    | 2015-08-20 22:15:20,893+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-app='D:\Softwares\nexus-2.11.2-06-bundle\nexus-2.11.2-06/nexus/WEB-INF'
jvm 1    | 2015-08-20 22:15:20,893+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-webapp='D:\Softwares\nexus-2.11.2-06-bundle\nexus-2.11.2-06/nexus'
jvm 1    | 2015-08-20 22:15:20,893+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-webapp-context-path='/nexus'
jvm 1    | 2015-08-20 22:15:20,894+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-work='D:\Softwares\nexus-2.11.2-06-bundle\sonatype-work\nexus'
